title,release_date,norm_text,poster_path
Turk 182!,1985-02-15,new york city firefighter terry lynch unable receive compensation injury incur duty rescue young girl grow suicidal furious brother jimmy attempt mayor tyler intervene corrupt politician instead denounce terry drunk determined justice jimmy begin graffiti campaign embarrassing slogan mock mayor soon captivate city new york city subway mayor graffiti bridge scandal politic police drink manhattan new york city news firefighter Action Comedy Drama,/HlpFZ60MBnEChXYM4Jc4HmpNPb.jpg
Turks & Caicos,2014-03-20,second movie david hare johnny worricker trilogy loose limbe spy johnny worricker see whistleblowe mi5 page new life hide ray bans caribbean island title eat lobster call tom eliot poet heart draw world predicament christopher walken stroll shadowy american claim know johnny encounter force company ambiguous american businessman claim island conference global financial crisis fall sea financial pr know let worricker soon learn extent shady activity act quickly survive link british prime minister alec beasley come light sequel british prime minister caribbean sea mi5 whistleblower turk caico Thriller Drama Action,/sbDqSsAhKGybpZk5vGpDRg6cSRx.jpg
Turning Red,2022-03-10,thirteen year old mei experience awkwardness teenager twist get excited transform giant red panda canada shapeshifte temple toronto canada concert friendship panda come age teenage girl female protagonist animal domineer mother perfectionist aftercreditsstinger chinese canadian woman director ancestor boy band mother daughter relationship Animation Family Comedy,/qsdjk9oAKSQMWs0Vt5Pyfh6O4GZ.jpg
Twelfth Night,1996-10-31,shakespeare comedy gender confusion girl disguise man near count adore pursue woman love love disguise Drama Comedy Romance,/uMvHIh50LqWJxUK26eYWV10epdq.jpg
Twelve Monkeys,1995-12-29,year 2035 convict james cole reluctantly volunteer send time discover origin deadly virus wipe nearly earth population force survivor underground community cole mistakenly send 1990 instead 1996 arrest lock mental hospital meet psychiatrist dr. kathryn railly patient jeffrey goines son famous virus expert hold key mysterious rogue group army 12 monkeys think responsible unleash killer disease schizophrenia philadelphia pennsylvania stockholm syndrome underground time travel post apocalyptic future dystopia mental institution lethal virus paradox psychiatrist monkey cult film subterranean recur dream 1990s 2030s cassandra syndrome Science Fiction Thriller Mystery,/gt3iyguaCIw8DpQZI1LIN5TohM2.jpg
Twelve O'Clock High,1949-12-21,early day daylight bombing raid germany general frank savage command hard luck bomber group story deal struggle whip group disciplined fighting unit spite heavy loss wither attack german fighter target base novel book world war ii nazi u.s air force military base air raid bomber pilot 1940 War Action Drama,/g9VeQUobhofLwxSIbKM4ia5biAX.jpg
Twentieth Century,1934-05-11,temperamental broadway producer train untutored actress star prove match stage theater play disguise rehearsal pre code protégé ham hysteric Comedy Romance,/lHZcuD5pEoyoNHqeTEUEyDEDVKi.jpg
Twenty Million Sweethearts,1934-05-26,unscrupulous agent rush blake make singe waiter buddy clayton big radio star peggy cornell lose radio help buddy radio musical singer fire job waiter pre code Music Comedy,/xQphiJtUZeGrKAmNzutowI6JiEk.jpg
Twice-Told Tales,1963-09-01,3 horror story base writing nathaniel hawthorne 1st story title dr. heidegger experiment heidegger attempt restore youth elderly friend rappaccini daughter demented father innoculate daughter poison leave garden poisonous plant final story house seven gables pyncheon family suffer year old curse midst argue inheritance strange arrive poison base novel book experiment haunt house anthology friend curse mad doctor tomb family curse Horror Mystery Romance,/bcbS7uheEY9kC23WxMnKlEIsHKC.jpg
Twilight,2008-11-20,bella swan move small town pacific northwest fall love edward cullen mysterious classmate reveal 108 year old vampire despite edward repeat caution bella stay away fatal endanger life soulmate base novel book vampire forbid love immortality high school teen movie trust desire washington state duringcreditsstinger woman director interspecie romance base young adult novel supernatural power good versus evil high school romance vampire human love Fantasy Drama Romance,/3Gkb6jm6962ADUPaCBqzz9CTbn9.jpg
Twilight Zone: The Movie,1983-06-24,anthology film presenting remake episode popular television series twilight zone feature segment time kick good life nightmare 20000 feet nazi anthology remake zone Fantasy Horror Science Fiction,/sDWARc5aYTUKE8Y2FIGVgWXuI4K.jpg
Twin Peaks: Fire Walk with Me,1992-06-03,questionable town deer meadow washington fbi agent desmond inexplicably disappear hunt man murder teen girl killer apprehend experience dark vision supernatural encounter agent dale cooper chillingly predict culprit claim life cozy town twin peaks hedonistic beauty laura palmer hang lowlife destine grisly fate detective sexual abuse small town drug addiction orgy surreal investigation supernatural murder rural area prostitution cult film psychotronic disturb teenager Drama Mystery Horror,/mxsGXqetGnirf99qapYd5MMY1VL.jpg
Twinky,1970-01-06,middle aged writer pornographic novel meet fall love sixteen year old school girl cause concern couple marry america trouble fun begin age difference old man young woman relationship underage girlfriend Drama Romance Comedy,/nIvKhJXtRuTaoEuzEL3j2HCOnxU.jpg
Twins,1988-12-08,julius vincent benedict result experiment allow perfect child julius plan grow athletic proportion vincent accident somewhat small stature vincent place orphanage julius take south seas island raise philosopher vincent ultimate low life kill loan shark experiment orphanage perfection low intelligence jet engine twin separate birth artist colony habit opposite Comedy,/stJx9BQZbXrZnTGf9Erc7d2UMVc.jpg
Twister,1996-05-10,unprecedented series violent tornado sweep oklahoma tornado chaser head dr. jo harding attempt release groundbreaking device allow track create advanced warning system join jo soon ex husband bill tornado chaser girlfriend melissa husband wife relationship tornado twister oklahoma metereologist invention climate barn natural disaster truck disaster storm chaser divorce disaster movie motley crew Action Adventure Drama,/6tagtmPVOG4QqraQ4piUFLoqaoj.jpg
Twixt,2011-09-10,decline writer arrive small town get catch murder mystery involve young girl sheriff vampire orphanage writer ghost murder mystery Mystery Fantasy Horror,/jSn7DVovIFeTSiwwoziSYpJFaaS.jpg
Two Brothers,2004-04-07,tiger separate cub take captivity reunite year later enemy explorer pearce inadvertently force fight sible relationship loss love cambodia chase tiger governor royalty travel circus archaeologist Adventure Drama Family,/5I2pRuJI3SZVsxP5iaorGaczzkI.jpg
Two Flags West,1950-10-12,group confedarate prisoner send unionist fort west help local garrison fight indians transport prisoner native american confederate american civil war 19th century War Western,/dwql4DP9TEyDUG2NmbOM0OBJbCY.jpg
Two Guys from Milwaukee,1946-07-26,balkan prince henry wish meet lauren bacall real america befriend cabbie buzz williams know microphone live stage debate democracy versus monarchy broadcast prince homeland plebiscite put henry job fly milwaukee beer salesman meet bacall seat tap shoulder mean seat dream bogie prince brooklyn new york city cabbie Comedy,/z59Hn7WNSxbTrsOV6Xb1U2rCRyA.jpg
Two If by Sea,1996-01-12,frank o'brien petty thief 7 year long girlfriend roz want end unsteady lifestyle job involve steal valuable painting frank take roz island coast new england want sell painting hope sag relationship positive push go plan island paint thief seasickness Comedy Romance,/xSfqAMYqrTtDeAjPtYo0S8nc5Zz.jpg
Two Lovers,1928-03-23,set 16th century spanish occupation flanders story concentrate fiercely patriotic mark van ryke colman don guise leatherface swashbuckling mask avenger van ryke perform derring behalf prince orange nigel de brulier naturally van ruke consider beautiful spanish aristocrat donna leonora de vargas vilma banky bitter enemy feeling mutual surprise van ryke donna leonara eventually fall love title pulse pound climax find van ryke ride hell leather rainstorm warn flemish troop spaniards plan burn city ghent ground lovers base madame orczy novel leatherface adapt screen alice duer miller silent film Action Romance History,/xqC2MnFpqOLzRryzWs4mACyzq21.jpg
Two Mules for Sister Sara,1970-03-02,wander mercenary name hogan rescue nun call sister sara unwanted attention band rogue mexican plain idea let chance encounter result blowing train french garrison ignite spark survive shocking discovery gunslinger brothel mexican revolution treasure hunt execution attempt rape disguise illegal prostitution civil war veteran gringo french army military camp Adventure War Western,/2G9eM8UAM57TanLBhuPmz3jaNZG.jpg
Two People,1973-03-18,evan bonner deserter vietnam war way america meet deirdre mccluskey beautiful petulant model unlikely couple france magic paris work charm vulnerable people finally find paris france 1970s desertion vietnam romance Drama Romance,/hQ73PnJAcyLjGYvX4jEQR7EjbHj.jpg
Two Rode Together,1961-07-26,tough westerner bring home group settler spend year comanche hostage comanche Western,/gAFUWIeHyaY357N36XLphDfh38u.jpg
Two Smart People,1946-06-04,con woman ricki woodner detective bob simms follow prison bind swindler ace connors   day gourmet binge con man Crime Drama Romance,/iZUI1xQJs9rTn80STvEhQjys5FT.jpg
Two Tickets to Broadway,1951-11-20,young woman janet leigh leave small hometown vermont travel new york city hope broadway star musical broadway Music Romance,/lWaVBRf74x6WvHnX9Mi2PhlRbHX.jpg
Two Timer,2002-11-06,viveca happily married cholo renowned respected psychiatrist unknown viveca long lead double life appetite man quick dangerous sexual adventure real fantasy question mind love family viveca time affair andre dj bore life surround toy drug race car dahlia girl toy girlfriend night stand viveca give andre speed look forbidden love affair attractive married woman pursue viveca like tomorrow viveca try distance andre prove stubborn complication complication set viveca remain secretive happen continue live life deceit philippine Action Drama,/jTwuYdaVdp70W1y6yZvg6cvcsVa.jpg
Two Weeks,2006-01-01,bittersweet comedy adult sibling gather die mother house north carolina expect quick goodbye instead find trap week parent child relationship terminal illness Comedy Drama,/9PLpbeT8qRttKlf8ID9Le3tIZOk.jpg
Two Weeks Notice,2002-12-19,dedicated environmental lawyer lucy kelson go work billionaire george wade deal preserve community center indecisive weak willed george grow dependent lucy guidance legal matter clothing exasperated lucy give notice pick harvard graduate june carter replacement lucy time firm near end grow jealous june second thought leave george new york city romantic comedy lawyer billionaire environmental law Comedy Romance,/r18hSGAcxWiUysbX6nFShIZyjjP.jpg
Two Weeks in Another Town,1962-08-17,spend year asylum wash actor view minor assignment old director rome chance personal professional redemption rome italy infidelity alcoholism sanitarium redemption old man young woman relationship filmmaking mental asylum wash star hollywood star fail actor film director film film dubbing actor Drama,/vjVuuUXNrGgekTmW5ZqL1ujG7b4.jpg
Two Years Before the Mast,1946-11-22,1834 charles stewart alan ladd spoil dissolute son shipping magnate shanghai aboard pilgrim father ship embark long hellish sea voyage tyrannical rule captain francis thompson howard da silva assist mate amazeen william bendix crewmate richard henry dana jr. brian donlevy ship sea voyage shanghai Drama Adventure,/bxgVyQAF52A6kfJ5sbzKJykAGl2.jpg
Two for the Money,2005-10-07,college athlete join force sport consultant handicap football game high roll gambler american football bet career greed sport inspire true story Comedy Crime Drama,/5SedPYdGLrp6LX9C2cWXLx38w1D.jpg
Two for the Seesaw,1962-11-21,jerry ryan wander aimlessly new york give nebraskan law practice wife ask divorce meet gittel struggle dancer greenwich village try sort life extended conversation piece static camera reflect moral climate time greenwich village Romance,/hLvE7OF6wPYf4ATmXHvTp8OmPnj.jpg
Two-Faced Woman,1941-12-31,woman pretend twin sister win stray husband dual identity magazine marriage twin elopement ski lodge ski instructor Comedy Romance,/ckur8ivaMyvn6VSP5Q5Ru7E9UJG.jpg
Two-Lane Blacktop,1971-07-07,driver mechanic travel united states hop drag strip drag strip 1955 chevy bel air coupe race money bet competitor pair gain young talkative female stowaway way unintentionally attract drifter drive new pontiac gto old man look attention antagonize effort car race car mechanic chevrolet road movie drag race Drama,/vopsDZGeV6QW47bXf5H8KAoPRAQ.jpg
Two-Minute Warning,1976-11-12,psychotic sniper plan massive killing spree los angeles football stadium major championship game police lead captain peter holly swat commander learn plot rush scene assassination assassin usa president sports firearm los angeles california american football stadium disaster movie Action Thriller,/bPa1OZLOAOA60kZe4mWpLV7Ru14.jpg
Tycoon,1947-12-27,engineer johnny munroe enlist build railroad tunnel mountain reach mine task complicated ethic compromise fall love boss daughter mountain engineer railroad ethic Action Drama Romance,/kinlg9PjTwa6iCe0EdXDPBqUoRD.jpg
Tyler Perry's Diary of a Mad Black Woman - The Play,2002-04-04,movie theatrical phenomenon helen learn husband leave good friend woman family ready advice devout mother preach strength forgiveness parolee grandmother show gun acclaimed african american playwright tyler perry dare mix sacred secular humor riotous result experience famous morality tale major motion picture original stage format complete live musical number live live theatre Comedy Drama,/vInXFbfi4bErhiDWh6IBzziNWXy.jpg
Tyler Perry's Madea's Family Reunion - The Play,2002-01-25,firework begin madea family gather granddaughter wedding usual madea rule roost neighbor wacky mr. brown deliver nonstop laugh live love rejoice madea family reunion live Comedy Drama,/7VScbaiRhaISyaWxZuFBri6uKke.jpg
Tyler Perry's Madea's Neighbors from Hell - The Play,2014-04-22,madea neighborhood take turn bad foster mother move unruly kid suspicious activity lead madea justice hand aunt bam madea use unique wit wisdom unforgettable result gospel faith singing Comedy Drama,/5aORyDk9UfpYZJWZDQVqCxA0tgn.jpg
U-571,2000-04-20,midst world war ii battle sea rage nazis upper hand allies unable crack war code wrecked u boat send sos signal allies realise chance seize enigma code machine submarine world war ii north atlantic mission War Drama Action,/yeUhRSrlFcXhsuUai2ozWH6rNnK.jpg
U.S. Marshals,1998-03-06,u.s. marshal sam gerard accompany plane load convict chicago new york plane crash spectacularly mark sheridan escape diplomatic security agent john royce assign help gerard recapture sheridan clear sheridan murderer chicago illinois cia transport prisoner chase innocence conspiracy escape fugitive u.s marshal agent action hero manhunt Thriller Crime Action,/5ST0BydDSXtW5AtfDDhTVS13pTt.jpg
U.S. Seals II: The Ultimate Force,2001-06-21,secret russian nuclear missile base ex u.s. seal member plan launch missile strike united states way stop good good natural gas refinery leak newly form team infiltrate conventional weapon use mixture martial art skill sword crossbow unconventional arm secret attack martial art nuclear Action,/6RY597nT5OKxMp7buchCgWedLqX.jpg
UFC 181: Hendricks vs. Lawler II,2014-12-06,ufc 181 hendrick vs. lawler ii mixed martial art event hold december 6 2014 mandalay bay events center las vegas nevada main event welterweight championship rematch champion johny hendricks number contender robbie lawler fight ufc 171 end unanimous decision victory favor reign champion   co feature card lightweight championship bout serve coach bout ultimate fighter season 20 current champion anthony pettis title defense gilbert melendez mix martial art Action,/k9p7fOmQ8uNgsq6Q5tHrANwmOeU.jpg
UFC 183: Silva vs. Diaz,2015-01-31,ufc 183 silva vs. diaz mixed martial art event hold january 31 2015 mgm grand garden arena las vegas nevada mixed martial art Action,/lRyQw6JoObfxcz9Jykbz1GlH8MH.jpg
UFC 196: McGregor vs Diaz,2016-03-05,ufc 196 mcgregor vs. diaz mixed martial art event hold march 5 2016 mgm grand garden arena las vegas nevada mixed martial art Action,/4mUTiAFAUrADt3ScjA7xll7jadR.jpg
UFC 209: Woodley vs. Thompson 2,2017-03-04,ufc 209 woodley vs. thompson 2 mixed martial art event produce ultimate fighting championship hold march 4 2017 t mobile arena paradise nevada mixed martial art Action,/vz7v7Kw2jzXKcPMxhSZX0UC2PA9.jpg
UFC 214: Cormier vs. Jones 2,2017-07-29,ufc 214 cormier vs. jones 2 mixed martial art event hold ultimate fighting championship july 29 2017 honda center anaheim california sport mix martial art Action,/yi5rb0xHGUNiX1aPEnmNNoR8myY.jpg
UFC 227: Dillashaw vs. Garbrandt 2,2018-08-04,ufc 227 dillashaw vs. garbrandt 2 mma event produce ultimate fighting championship hold august 4 2018 staples center los angeles california mixed martial art Action,/ctzMwm2ERNZMK84E151s5gz9Lt6.jpg
UFC 228: Woodley vs. Till,2018-09-08,ufc 228 woodley vs. till mixed martial art event produce ultimate fighting championship hold september 8 2018 american airlines center dallas texas mixed martial art Action,/6FF2wfgEWHgynuE8xTXdDpl10v9.jpg
UFC 229: Khabib vs. McGregor,2018-10-06,ufc 229 khabib vs. mcgregor mixed martial art event produce ultimate fighting championship hold october 6 2018 t mobile arena paradise nevada las vegas metropolitan area mixed martial art Action,/rrUWH7ZuixYa4BGBlPHRDtgbJ3v.jpg
UFC Fight Night 104: Bermudez vs. Korean Zombie,2017-02-04,ufc fight night bermudez vs. korean zombie mixed martial art event hold ultimate fighting championship february 4 2017 toyota center houston texas mixed martial art Action,/aV1a0sz7PsCRfcDWDQP4f9FHF4H.jpg
UFC Fight Night 39: Nogueira vs. Nelson,2014-04-11,ufc fight night nogueira vs. nelson know ufc fight night 39 mixed martial art event hold april 11 2014 du arena abu dhabi united arab emirates mixed martial art cage fighting Action,/xAG2a4RRUXNKtQERQJYIlYHry6J.jpg
UFC Fight Night 48: Bisping vs. Le,2014-08-23,ufc fight night bispe vs. le know ufc fight night 48 mixed martial art event hold august 23 2014 venetian macao china mixed martial art Action,/t7Ix0m3CKjQHtGz9r0zhevfKhrm.jpg
UFC Fight Night 52: Hunt vs. Nelson,2014-09-20,ufc fight night hunt vs. nelson know ufc fight night 52 mixed martial art event hold september 20 2014 saitama super arena saitama japan mix martial art fight Action,/4fHBUWt9zOBDAYGHUEslUQHV1AL.jpg
UFC Fight Night 57: Edgar vs. Swanson,2014-11-22,ufc fight night edgar vs. swanson know ufc fight night 57 mixed martial art event hold frank erwin center austin texas november 22 2014 mixed martial art fight Action,/dU0I58h5grG3hBAy5OboL8mQugU.jpg
UFC Fight Night 59: McGregor vs. Siver,2015-01-18,ufc fight night mcgregor vs. siver mixed martial art event hold sunday january 18 2015 td garden boston massachusetts mixed martial art professional sport Action,/seUYpHGH7WjioyFrPgTPM0uA4y2.jpg
UFC Fight Night 64: Gonzaga vs. Cro Cop 2,2015-04-11,ufc fight night gonzaga vs. cro cop 2 know ufc fight night 64 mixed martial art event hold april 11 2015 tauron arena kraków kraków poland sport mixed martial art Action,/4JDREgKtWyGuIOERFtJOttC8kXY.jpg
UFC Fight Night 82: Hendricks vs. Thompson,2016-02-06,mixed martial art event hold february 6 2016 mgm grand garden arena las vegas nevada headline round welterweight bout champion johny hendricks dynamic stephen wonderboy thompson mixed martial art Action,/jt8OTmUkIWdQuPa1zf0dmOMmZz4.jpg
UFC Fight Night 83: Cowboy vs. Cowboy,2016-02-21,ufc fight night cowboy vs. cowboy know ufc fight night 83 upcoming mixed martial art event hold february 21 2016 consol energy center pittsburgh pennsylvania   event second promotion host pittsburgh ufc live kongo vs. barry june 2011 originally expect headline welterweight bout ufc lightweight championship challenger donald cerrone tim means february 3 announce means inform potential usada anti doping policy violation stem competition sample collection insufficient time review proper promotion schedule bout means pull fight ufc following day alex oliveira announce replacement mixed martial art Action,/7RaVFWzQxduPjhf785rfCsqiAxl.jpg
UFC Fight Night 84: Silva vs. Bisping,2016-02-27,ufc fight night silva vs. bisping mixed martial art event hold february 27 2016 o2 arena london england mixed martial art Action,/5xjyNKrRXOrt1CSgrxeMWXxdIyy.jpg
UFC Fight Night 86: Rothwell vs. Dos Santos,2016-04-10,ufc fight night rothwell vs. do santos upcoming mixed martial art event hold april 10 2016 arena zagreb zagreb croatia mixed martial art Action,/b8uxyYKhv0VJEtnZiCOK0WZPKXi.jpg
UFC Fight Night: Kim vs. Hathaway,2014-03-01,ufc fight night kim vs. hathaway know ultimate fighter china finale mixed martial art event hold ultimate fighting championship take place march 1 2014 cotai arena cotai macau mixed martial art Action,/iwwPabqoGACMX2TGyKD64mbjot.jpg
UFC Fight Night: Miocic vs. Maldonado,2014-05-31,ultimate fighter brazil 3 finale miocic vs maldonado know ufc fight night miocic vs. maldonado mixed martial art event hold ultimate fighting championship take place 31 2014 ginásio ibirapuera arena são paulo brazil mixed martial art cage fighting Action,/5g0bTLXnFPOKweZZFv4kpyGhdhT.jpg
UFC on Fox 11: Werdum vs. Browne,2014-04-19,event headline heavyweight number contender bout fabricio werdum travis browne mixed martial art Action,/oTnFq0tx7DtY6d7FYS4L05ePZ29.jpg
UFC on Fox 13: Dos Santos vs. Miocic,2014-12-13,ufc fox dos santos vs. miocic know ufc fox 13 mixed martial art event hold december 13 2014 talking stick resort arena phoenix arizona mixed martial art Action,/7b5ENYtZSk5YuEAqUDSfdyxlVa6.jpg
UFC on Fox 25: Weidman vs Gastelum,2017-07-22,ufc fox weidman vs. gastelum know ufc fox 25 mixed martial art event ultimate fighting championship hold nassau veterans memorial coliseum uniondale new york sport mixed martial art Action,/zSSWsCj15PsoPJp2b9vm5SUwWFL.jpg
UHF,1989-07-21,eccentric new manager uhf television channel try save station financial ruin odd array programming loser game music video satire cult film music spoof Comedy,/wxx5YQLKVH1WMSRXQAUnC76r4iY.jpg
Ulzana's Raid,1972-10-27,report reach cavalry apache leader ulzana leave reservation band follower compassionate young officer lieutenant debuin give small company find bring accompany troop mcintosh experienced scout ke ni tay apache guide ulzana massacre rape loot countryside debuin encounter remain victim compel learn mcintosh confront naivity hidden prejudice bondage fort apache nation native american attack racism massacre cavalry u.s cavalry Adventure Western,/mftnQcqDDFEIOLc8M4rA626MaEC.jpg
Unaccompanied Minors,2006-12-08,disparate kid snow airport christmas eve learn lesson friendship launch bid family outsmart disgruntled airport official want ground holiday christmas tree christmas christmas comedy Comedy Family,/7yhaXxwxs1fIOyuPv3YuE2fea0t.jpg
Uncertain Glory,1944-04-07,french playboy get country threaten world war ii france vichy regime world war ii guillotine saboteur escape 1940 Crime Drama Romance,/57bkBPLfzOdiBrEM85HYEuLoHMV.jpg
Uncharted,2022-02-10,young street smart nathan drake wisecrack partner victor sully sullivan embark dangerous pursuit great treasure find track clue lead nathan long lose brother treasure hunt light treasure map base video game lose treasure duringcreditsstinger miss relative Action Adventure,/rJHC1RUORuUhtfNb4Npclx0xnOf.jpg
Uncle Drew,2018-06-27,uncle drew recruit squad old basketball player return court compete tournament comeback basketball road trip streetball tournament prize money financial problem harlem new york city septuagenarian Comedy,/cDjAlFbpvjuxH4gFD02fqlyk6qL.jpg
Uncle Frank,2020-11-25,1973 frank bledsoe 18 year old niece beth road trip manhattan creekville south carolina family patriarch funeral unexpectedly join frank lover walid new york city life death funeral road trip alcoholism male homosexuality family gay Drama,/u3yozs3oGY0ubwf4cKQKOMWqNx3.jpg
Uncle Tom's Cabin,1927-11-04,1856 slave eliza plan marry george consent shelbys master george owner prevent wedding year later eliza flee son harry learn shelbys plan hand crooked creditor prevent foreclosure george escape go run eliza harry capture bring home mother son separate george try find slavery snowstorm slave silent film float ice mixed race runaway slave loss child separate family Drama,/cCAYj5UBA461HZhMaa8b79vP6fO.jpg
Uncommon Valor,1983-12-16,group vietnam war veteran unite rescue leave take prisoner vietnamese vietnam veteran post traumatic stress disorder loss love war veteran fight vietnam vietnam war laos base true story heroism Drama War Action,/gdppSF9wv07bvt9UYv3yGydTpZt.jpg
Unconquered,1947-10-10,england 1763 convict crime young beautiful abigail hale agree escape gallow serve fourteen year slave colony virginia inhabitant begin hear fear sinister song threaten drum war resound wild ohio valley london england british empire frontiersman 18th century native american tribe british colonialism indian uprising white slavery iroquois colony virginia military fort Drama Adventure History,/sOsESBjWExyOulekJJMc9o5Q5BX.jpg
Undefeatable,1993-03-05,film follow kristi jones cynthia rothrock gang mafia run street fight earn money sister college education kristi sister hope doctor pay kristi education martial art obsession cop serial killer psychologist mental illness streetfighte wait bill Action Thriller,/iLlbJ9bkwQ9zdMiAzsSoalzKYik.jpg
Under Fire,1983-10-21,u.s. journalist close work 1979 nicaragua husband wife relationship 1970s revolution war photographer war correspondent nicaragua Drama War,/yw73rD95RDqm6cMXi5Gw87KffId.jpg
Under Siege,1992-10-08,disgruntle ex cia operative strannix assistant krill group terrorist seize battleship nuclear blackmail mind plan contingency ignore ship cook navy seal casey ryback error fatal martial art terrorist war ship mercenary nuclear missile u.s navy hostage take battleship action hero good versus evil Action Thriller,/myHxm9p8fhEsXyaLO6DawYJKolg.jpg
Under Siege 2: Dark Territory,1995-07-13,passenger train hijack electronic expert turn untraceable command center weapon satellite plan blow washington dc man stop navy seal casey ryback terrorist pentagon u.s air force satellite u.s navy seal train cyber terrorism action hero good versus evil Action Thriller,/gElwFCQTbSK5hdK0PVyia547nst.jpg
Under Suspicion,1991-09-27,late 1950 british police officer tony aaron resign force sleep hazel wife man house suppose guard new job fake private investigator help couple divorce photograph hazel have affair husband murder job tony begin have affair dead man mistress angeline try prove innocence adultery hotel room brighton england uk divorce private detective 1950s Crime Thriller,/wnAcBVWvcQzHQEqS8SXXX3YyHbA.jpg
Under Two Flags,1936-04-30,sergeant victor come french foreign legion take blame brother crime cigarette fall love major doyle love doyle send victor dangerous assignment rid fall love lady venetia cunningham visitor garrison french foreign legion Adventure Romance,/rrJiteKQPH3iu74HwFKGQzEXLWf.jpg
Under the Cherry Moon,1986-07-02,friend miami french riviera enjoy life scamme money rich woman day read young woman set inherit $ 50 million father tricky christopher tracy talk romance money get know christopher fall love love come brother tricky tell plan parent child relationship mediterranean love campy Comedy Music Romance,/c2pJ1drHwDybgHkOYJsRVzau255.jpg
Under the Rainbow,1981-07-31,world war ii era los angeles manager culver hotel leave nephew charge weekend nephew change hotel rainbow overbook royalty assassin secret agent japanese tourist munchkin secret service agent bruce thorpe cast director annie clark find romance amidst intrigue confusion hotel assassin los angeles california 1930s munchkin Comedy,/mCdXzpghn4tPz6hbQcvS2UwOh1C.jpg
Under the Volcano,1984-06-12,background war break europe mexican fiesta day death take day life geoffrey firmin british consul live alcoholic disrepair obscurity small southern mexican town 1939 consul self destructive behaviour metaphor menaced civilization source perplexity sadness nomadic idealistic half brother hugh ex wife yvonne return hope heal geoffrey broken marriage mexico bullfighte base novel book depression husband wife relationship fascism half brother alcoholism alcoholic drunk tequila cuckold consul day dead 1930s foreign diplomat brother love woman Drama,/414VrLFf8gffMUNTGm0zlg2UuHh.jpg
Under the Yoke,1918-07-09,describe film magazine maria valverda bara refuse attention diablo ramirez nye start insurrection native filipinos maria father don ramon kill maria hold hostage get word capt paul winter roscoe american troop manila come assistance troop outnumber prisoner revolting revolutionist maria paul attempt escape catch bring manila headquarters trouble suspect reinforcement send long revolt subdue peace reign maria home happiness betrothal maria paul lose film Romance Action Drama,/ddNYvy0laASbQ3Y5lgNxTqyWrCD.jpg
Underclassman,2005-09-02,young detective go undercover elite private school destroy international steal car ring police high school undercover cop Comedy Action,/kOpQ5doAbDaxKyGq91PugsCTOYO.jpg
Undercover Blues,1993-09-10,fun love american agent dennis quaid kathleen turner call maternity leave special assignment new orleans spy parent decide skip sitter bounce baby girl adventure lifetime dumb story deadly arm dealer louisiana bayou hard find frisky pair dote parent baby new orleans louisiana marry couple arm dealer vacation bayou agent Comedy Crime,/r9yKccGLLzpPwRCyfCMjG2oNcbF.jpg
Undercover Maisie,1947-03-01,maisie revere showgirl strand los angeles decide join local police department persuasion lieutenant paul scott want use undercover agent expose conman chorus girl maisie ravier Crime Mystery,/m37e3MseRnFCGXLJLGF7xK3zx9D.jpg
Undercurrent,1946-11-11,rapid engagement dowdy daughter chemist wed industrialist know little family past transform elegant society wife enraged ask michael mysterious long lose brother deception Drama Thriller,/7IyNoYoHcV5a52FhWj6QPxR8cBV.jpg
Underground,1941-06-28,world war ii hollywood propaganda film detail dark underside nazism reich set brother kurt erik franken ss officer nazi party kurt learn expose evil system erik try convince immoral stance march symbol swastika nazi brother Adventure Drama Romance,/yvtnifiSr2CKqhj30QAU5OPeoSw.jpg
Undertaking Betty,2002-12-04,politician wife mortician secretly love year plan fake death run away competition small town coffin politician run away fall love grave digger Comedy Romance,/zAXWOj1qznqWWVcXpZ0JZOgvSp2.jpg
Underwater,2020-01-08,earthquake destroy underwater station researcher navigate mile dangerous unknown depth ocean floor safety race time monster self sacrifice deep sea earthquake animal attack nuclear explosion survival disaster giant monster cryptozoology female protagonist underwater survival horror animal kill creature feature mechanical engineering researcher trap underwater    2050 Action Horror Science Fiction,/gzlbb3yeVISpQ3REd3Ga1scWGTU.jpg
Underwater!,1955-02-09,scuba diver find shipwreck contain undiscovered treasure attempt salvage threaten scavenger treasure hunt scuba diving sink treasure caribbean sea salvage operation shark fisher christian relic Adventure Action,/nzkGzrFtljCmIALvID77xpYzyBu.jpg
Underworld,2003-09-19,vampire werewolf wage nocturnal war century bet female vampire warrior name selene famous strength werewolf hunt prowess smitten peace love male werewolf michael want end war budapest hungary subway love life vampire bite descendant hostility hybrid rivalry shootout werewolf gothic blunt dark fantasy lycanthrope urban gothic supernatural power Fantasy Action Thriller,/zsnQ41UZ3jo1wEeemF0eA9cAIU0.jpg
Underworld U.S.A.,1961-02-22,bitter young man set gangster murder father film noir Crime Drama Thriller,/wHO7XfBkCvaja3wckm5LzXufPtq.jpg
Underworld: Blood Wars,2016-11-24,vampire death dealer selene fend brutal attack lycan clan vampire faction betray ally david father thomas stop eternal war lycans vampires mean ultimate sacrifice martial art sword vampire ambition hybrid sequel betrayal conspiracy werewolf gothic uzi dark fantasy woman director urban gothic Fantasy Action Thriller,/sDupSRbqxJhSrjKQI33w7Fd8Owz.jpg
