title,release_date,norm_text,poster_path
Cinderella,2015-03-12,father unexpectedly pass away young ella find mercy cruel stepmother daughter hope ella fortune begin change meet dashing stranger wood magic prince fairy tale kingdom royalty orphan lose shoe evil stepmother base fairy tale retell live action animation live action remake Romance Fantasy Family,/ryKwNlAfDXu0do6SX9h4G9Si1kG.jpg
Cinderella Jones,1946-03-09,judy jones claim inheritance marry genius screwball comedy aircraft plant Music Comedy,/b35lKedIJXvUr2j9GdmOrA8j19v.jpg
Cinderella Man,2005-06-02,true story boxer jim braddock 1920 follow retirement make surprise comeback order family socially poor state transporter netherlands world cup socially deprive family family daily life boxer comeback training heavy weight folk hero biography daughter defeat sport boxing Romance Drama History,/wkeOjIcpuqLMW4GnVowlM9VI0JE.jpg
Circle of Friends,1995-04-07,girlhood friend college share love kiss betrayal center well look boy campus self conscious dreamer hook big fish pond college forbid love moral conflict childhood friend Drama Romance,/dmyEriE6TsnbgkNaFOvCcXaF0Nt.jpg
Circus World,1964-06-25,circus owner matt masters beset disaster attempt european tour circus time catch emotional bind adopt daughter mother wild west trapeze Drama,/wTabOQFle74fvvOUDpsDKJvhOuU.jpg
Cirque du Freak: The Vampire's Assistant,2009-10-23,darren shan regular teenage kid friend steve find freak come town work hard try find ticket cirque du freak strange act include wolf man bearded lady base novel book vampire spider wolfman good friend antidote base young adult novel Adventure Fantasy Action,/3Z2f50SKyHMWLLFH8OsV6hFoKLF.jpg
Cisco Pike,1972-01-14,luck drug dealer force corrupt lapd policeman sell 100 kilo confiscate marijuana weekend corruption pimp overdose pension police cannabis marijuana drugs venice beach california heroin addict retirement plan Crime Drama,/qaNHDgvSSAlkhpZOX3mHX5LD8Db.jpg
Citizen Kane,1941-04-17,newspaper magnate charles foster kane take mother boy ward rich industrialist result mean tyrannical self destructive make rest life appear way reaction deeply wound event journalist newspaper florida capitalist banker medium tycoon art collector sleigh money black white child Mystery Drama,/sav0jxhqiH0bPr2vZFU0Kjt2nZL.jpg
Citizen Ruth,1996-11-21,citizen ruth story ruth stoops woman notice get pregnant want piece film comedy woman catch ultimate tug war clash wild noisy ridiculous people rapidly dissolve medium circus judge drug addiction extremist abortion Drama Comedy,/hMGWyETjqWpfud4Cmeva6qfVogZ.jpg
Citizen Toxie: The Toxic Avenger IV,2001-11-01,notorious diaper mafia hostage tromaville school special toxic avenger morbidly obese sidekick lardass save tromaville rape satire slapstick sequel superhero spoof Comedy Horror,/evB9pQHF1qR2UQtuApbaigcZwG5.jpg
Citizen X,1995-02-25,base true story russian serial killer year claim victim 50 people victim age 17 communists state police investigation hamper bureaucracy incompetence power story tell viewpoint detective charge case bureaucracy detective soviet union investigation base true story serial killer corpse series murder shallow grave communism 1980 Crime Drama,/pZq3c8rJEfctZof4VY6JCrvRost.jpg
Citizens Band,1977-09-29,interlaced story character small town unite use cb citizen band radio small town radio bigamy truck driver cb radio nebraska citizen band Comedy,/ly4sZAf25sAqN7VrkV0O902Bo0P.jpg
City Across the River,1949-04-07,brooklyn youth frank cusack good son brother day gang member night dukes seemingly likable dead end kid dangerously involve racketeer gaggsy steens despite effort franks parent pal benny involve crime stan albert head community center prevent time crook delinquent juvenile delinquent Crime Drama,/lcFSi4PppbyGc6U1N2KbTJhuAF0.jpg
City Hall,1996-02-16,accidental shooting boy new york lead investigation deputy mayor unexpectedly far reach consequence corruption undercover war drug mayor drug dealer presidential election undercover agent investigation police drug Drama Thriller,/g6JjdkmdElHIoNVaEso0BmjRDQT.jpg
City Heat,1984-12-05,set kansas city 1933 eastwood play police lieutenant know simply speer reynolds play cop turn private eye name mike murphy speer murphy serve force good friend bitter enemy murphy partner slay team fight mob photographer private eye whorehouse Comedy Crime,/167MOszimyqPEbEXVVhh3WvrslG.jpg
City Slickers,1991-06-07,new york businessman decide wild west vacation turn relaxing vacation envision stetson vacation cattle drive prairie fish water west mid life crisis Comedy Western,/9DVZpm9pQNB3M17cRo752zqUYhL.jpg
City Slickers II: The Legend of Curly's Gold,1994-06-10,mitch robbins 40th birthday begin return home find brother glen black sheep family sofa wonderful birthday night wife discover treasure map curly chance phil unfortunately glen try find hidden gold curly father desert arizona nevada gold birthday treasure hunt friendship bracelet cowboy Action Comedy Drama,/i3LxcETnjTDDP3z7I85BLN8YGbF.jpg
City That Never Sleeps,1953-06-12,chicago cop johnny kelly dissatisfy job marriage like run away stripper girlfriend angel face keep get cold foot crowded night angel face decide vacillation crooked lawyer biddel illegal mission johnny financial position act conflicting scheme progress chicago illinois film noir b movie beat cop Crime Drama,/abwqfeFGOxPmCGBGKJx2lvhxHzU.jpg
City by the Sea,2002-09-06,vincent lamarca dedicated respect new york city police detective go great length distance past make terrible discovery son fall life crime drug addiction murder police investigation homicide detective estrange son Crime Drama Mystery,/vpjKtnE5SGTfmdw4YtJsnrfFJs0.jpg
City for Conquest,1940-09-21,heartbreaking hopeful tale danny kenny peggy nash sweetheart meet struggle impoverished life new york city peggy hope well life break engagement danny set championship boxer dancer pair sleazy partner tragedy reunite lover new york city dancing composer blindness impaired vision truck driver audience carnegie hall boxing Music Drama Crime,/pwWBxZMFfgSEvi82PjR8099lcl9.jpg
City of Angels,1998-04-10,guardian angel seth invisibly watch citizen los angeles captivate maggie strong willed heart surgeon ponder trade pure otherworldly existence mortal life beloved couple embark tender forbidden romance span heaven earth suicide angel life death operation heaven faith afterlife remake los angeles california interspecie romance Romance Drama Fantasy,/iuzxpUjHsbQJXV3kB9ZAdCimM60.jpg
City of Industry,1997-03-14,retired thief swear revenge lunatic murder brother partner go run loot steal brother stripper revenge murder heist escape los angeles california retire jewel lunatic neo noir Thriller,/mbiU7eeg4TNqIUY3bK0YcQqfhtq.jpg
City of Joy,1992-04-15,max lowe houston surgeon grow weary bureaucracy american medicine lose patient operating table max impulsively decide leave america travel india hope find long arrive calcutta max attack group thug leave money passport leprosy hope india calcutta Drama,/8aEfWFECThq5A1VnXsyzX8x2y72.jpg
City of Lies,2018-09-06,los angeles police department detective russell poole spend year try solve big case murder notorious b.i.g. tupac shakur decade investigation remain open jack jackson reporter desperate save reputation career determined find search truth team unravel grow web institutional corruption lie base novel book base true story los angeles california true crime rap Crime Thriller Drama,/2CqyEyqvf5Z6jLRahozEV2vpcSS.jpg
City of Tiny Lights,2016-09-12,teem multicultural metropolis modern day london seemingly straightforward miss person case launch heel private eye dangerous world religious fanaticism political intrigue london england base novel book religious fundamentalism political intrigue    miss person private eye Crime Drama Thriller,/eX9iEZdU2w1elGQhNY50DmKqiaE.jpg
Clara's Heart,1988-10-07,david teenager parent deteriorate marriage infant daughter die clara chambermaid jamaican resort hire housekeeper david develop close bond open eye heart new experience eventually lead disturbing secret clara past base novel book baltimore usa jamaica grief racism Drama,/sb5fGw0l8PVFPL14lu2UN7Ibed0.jpg
Clash by Night,1952-05-30,embittered woman seek escape marriage fall husband good friend baby marriage cannery projectionist Drama Romance,/p1dX8ex9FnOxmcLSqAf3ZT4Jm1t.jpg
Clash of the Titans,1981-06-12,win right marry love beautiful princess andromeda fulfil destiny perseus complete task include tame pegasus capturing medusa head battle kraken monster riddle witch mythology greek mythology octopus pegasus giant bird zeus stop motion seagull medusa poseidon sea monster perseus kraken god ancient greece base myth legend folklore vulture Action Adventure Family,/5JCLODNLJH6alc3KmyoiC21Nlob.jpg
Class,1983-07-22,naive midwestern prep student jonathan bond worldly roommate skip take small town boy wing skip urge inexperienced jonathan embolden seek old woman cocktail lounge nearby chicago meet bed alluring ellen unfortunately turn skip mother division friend deepen cheat scandal engulfs school old woman seduce young guy college student Comedy Drama,/iDFeOVxNOSmAcsdmvtt4kZWB8GA.jpg
Class Action,1991-03-15,liberal activist lawyer alienate daughter maggie year ago discover affair conservative corporate lawyer maggie agree father court gain promotion defend auto manufacturer charge explosion prone station wagon unsafe mother beg peace maggie take dad trial turn increasingly personal nasty lawyer courtroom auto industry father daughter conflict estrange daughter Drama Crime,/9BOsvZL2DuE2JFGYOssynTjs8K6.jpg
Class of '44,1973-04-10,sequel summer 42 reunite hermie oscy benjie graduate high school benjie depart shortly war hermie oscy college experience fraternity hazing cheat exam sex scandal unsavory college activity hermie grow apart childhood friend oscy begin relationship julie allow settle maturity world war ii college autobiography sequel come age 1940 Drama,/oQlb4C1Gqcn36bIrrSTMcKWfoGz.jpg
Class of Nuke 'Em High 2: Subhumanoid Meltdown,1991-03-29,class nuke them high time college tromaville nuclear factory rebuild include tromaville institute technology locate inside nuclear plant tromaville tech prof. holt perfect sub humanoid live being emotion genetically program perform menial task school reporter roger smit monster b movie troma Comedy Horror Science Fiction,/bYbLg6xgdPQqKDCXfc0dlJVwkRZ.jpg
"Class of Nuke 'Em High 3: The Good, the Bad and the Subhumanoid",1994-10-20,final chapter cult classic class nuke'em high trilogy time fate tromaville hang balance follow destruction nukamama power plant lovable horribly mutate toxic squirrel tromie roger smith brick bronsky half subhumanoid son adlai play brick bronsky work rebuild tromaville place human subhumanoid live peace unbeknownst adlai twin brother dick play brick bronsky kidnap birth raise evil power clite plan regain contol subhumanoids turn tromaville nuclear waste dump showdown age good bad subhumanoid face explosive sci fi battle epic proportion monster b movie Comedy Horror Science Fiction,/AshNi28vpU5jlVs5CIKuvsm9zeQ.jpg
"Classic Whitney: Live from Washington, D.C.",1997-10-05,follow smash hit success bodyguard kevin costner whitney houston fame rise global superstar 1997 hbo special whitney houston show chop demonstrate earn voice soar amazing height invite friend stage include bobby brown bebe winans concert live performance Music,/mmp5pci1HbYFI2mYQQ7Zd5eNflN.jpg
Claudelle Inglish,1961-09-20,rural southern girl reach age ready little excitement away home director gordon douglas 1961 drama star diane mcbain arthur kennedy hutchins chad everett constance ford claude akins frank overton james bell hope summers promiscuous woman mailman Drama,/ucDXxYh1DeC1DudAQfA0mmtGF4e.jpg
Claudine,1974-04-22,claudine single mother new york city endure exhausting commute suburb work maid wealthy family carefully tend white community meet roop charismatic irresponsible garbage collector romance quickly ensue claudine doubt relationship good child rupert despite good nature reluctant fatherhood single mother Drama Romance Comedy,/9mLM4Vx0L5kjaHPFXSe3ZgBEBCx.jpg
Clay Pigeon,1971-08-01,ex soldier recruit fbi undercover l.a. find ex soldier drug deal gang fbi pot smoke ex soldier Action Drama,/zlRCJiIGdcrJxfhcl4n2EqdH5wi.jpg
Clean and Sober,1988-08-10,hotshot real estate salesman daryl bad cocaine habit embezzle company money wake girl overdose hide police check rehabilitation program guarantee anonymity mentorship counselor craig daryl accept substance abuse problem fall love fellow patient charlie daryl begin commit newly sober life cocaine drink real estate agent Drama,/hztm5P3iCavyz8MCcIDK3BTVtDO.jpg
Clear and Present Danger,1994-08-03,cia analyst jack ryan draw illegal war fight government colombian drug cartel assassination spy ambush cia helicopter base novel book usa president sniper fbi drug trafficking bomber mission murder mercenary insurgence coast guard spy politics car bomb drug cartel conspiracy shootout infantry jack ryan political cover good versus evil Action Drama Thriller,/6xTM8FPxrLRYwz6I3fqtwh7xybs.jpg
Cleaver Family Reunion,2013-03-29,member dysfunctional family settle difference series misadventure summer reunion dysfunctional family Comedy,/41DLtMAgJz7zytgdKyrcInwJv2N.jpg
Cleopatra,1934-10-05,queen egypt barge nile flirt mark antony julius caesar egypt roman empire ancient rome cleopatra epic pre code ancient egypt alexandria egypt 1st century bc History Drama Romance,/2JxuGqS1zLTy0lKUp0twIVPlk4B.jpg
Cleopatra Jones,1973-07-13,federal agent jones try rescue framed boyfriend drug queen pervert know mommy corruption prostitute martial art pimp hitman chase police murder blaxploitation gang drug Action Crime Thriller,/2Zb4Ee4osnlpPTI63kqAbFJxict.jpg
Clerks,1994-09-13,convenience video store clerk dante randal sharp witte potty mouthed bore mind needling customer counter jockey play hockey roof visit funeral home deal love life salesclerk loser male friendship work monologue junk food black white aftercreditsstinger day life workplace comedy Comedy,/zeFhNF0SXlYIvWXpaOLuXVQ3jB4.jpg
Clerks II,2006-07-21,calamity dante randall shop send look new horizon ultimately settle mooby fictional disney mcdonald's style fast food empire aftercreditsstinger duringcreditsstinger Comedy,/cLSW0nW94XT0DmBS69ublcLfQ9c.jpg
Clerks III,2022-09-04,narrowly survive massive heart attack randal enlist old friend dante help movie immortalize youthful day little convenience store start heart attack sequel Comedy,/ucTBE4H89ZGwIhMaAbRbBo0cxkj.jpg
Click,2006-06-23,married workaholic michael newman time wife child impress ungrateful boss earn deserve promotion meet morty loopy sale clerk get answer prayer magical remote allow bypass life little distraction increasingly hysterical result regret workaholic heart attack architect die death time travel remote control liposuction hospital wedding dog second chance alternate reality fatherhood obese Comedy Drama Fantasy,/oL0k5JA53PyoHSZqKb3cNkhwBCE.jpg
Cliffhanger,1993-05-28,year lose friend tragic 4000 foot fall ranger gabe walker partner hal call return peak rescue group strand climber learn climber actually thieve hijacker look box money mountain rocky mountain airplane hijacking suitcase climb heist money snow mountain climbing Action Adventure Thriller,/8v2nPPLvhEVlfXu08UZ0djK31be.jpg
Clifford,1994-04-01,brother ask look young son clifford martin daniels agree take boy home introduce future wife sarah clifford fixate idea visit famed theme park martin engineer help build park make plan clifford reveal rate brat uncle go bonker loony inter generational standoff ensue shenanigan uncle Comedy,/1pXgUhUX8NwSWm5RTdtdKU6QLur.jpg
Clifford the Big Red Dog,2021-11-10,emily struggle fit home school discover small red puppy destine good friend clifford magically undergo heck growth spurt gigantic dog attract attention genetic company emily uncle casey fight force greed run new york city way clifford affect life teach emily uncle true meaning acceptance unconditional love base novel book giant dog pet Family Adventure Comedy,/oifhfVhUcuDjE61V5bS5dfShQrm.jpg
Clive of India,1935-01-25,fort st. david cuddalore southern india 1748 colonial empire battle seize enormous territory rich spice precious metal wild dream try gain favor local king robert clive 1725 1774 frustrated talented clerk work east indian company struggle earn fortune make bold decision change life forever base novel book husband wife relationship east india company base true story base play musical calcutta 18th century rise power british colonialism colonial india history india georgian regency era Action Adventure Drama,/uppbCk6eKrE0Obtdf2OfK1PfGaU.jpg
Cloak & Dagger,1984-06-01,11 year old davey mother dead father spend nearly time boy lose video game imaginary friend super resourceful secret agent accidentally come possession spy group secret plan wind run learn rely imaginary pal save skin end dad prove real hero spy parent child relationship traitor murder mystery treason espionage criminal disbelieving adult Adventure Action Family,/10brAuF62tu6PQ5mxES2nBbTje0.jpg
Cloak and Dagger,1946-09-28,italian partisan help professor send oss find atomic scientist hold nazis espionage Drama Romance Thriller,/zC0oUxvPPBhTHBVZcWNPuQZAtl7.jpg
Clockstoppers,2002-03-17,zak gibbs great challenge find way buy car discover odd wristwatch amidst father invention slip strange happen world come stop everybody freeze time zak quickly learn manipulate device quick witted beautiful new friend francesca start real fun national security agency nsa time airplane time freeze    wristwatch Adventure Family Science Fiction,/9OvKOi7sHJMqNAy4PQBx13ix4Zi.jpg
Close Encounters of the Third Kind,1977-11-18,encounter ufo line worker feel undeniably draw isolated area wilderness spectacular happen wyoming usa indiana usa obsession extraterrestrial technology evacuation blackout fly saucer secret base light contact beguilement exchange ufo alien vision miss person mother ship escapade obsessive quest life turn upside lightshow potato Science Fiction Drama,/4zfedS25uMAhgm6YQhc9bhKHbLl.jpg
Close My Eyes,1991-11-22,year tension richard begin sexual relationship sister natalie marry relationship prove dangerously obsessional river thame wheelchair forbid love marriage base play musical wealth taboo incest brother sister relationship Drama Romance,/HVMvJ3TzjbNOqlOILZWPkfZXt0.jpg
Close to My Heart,1951-10-01,journalist wife insist adopt abandon child married couple paternity reveal nursery Drama,/kcpjK4OiphyLranAiVSQ8O9JgXi.jpg
Closer,2004-12-03,couple disintegrate begin destructive adulterous affair loss love love sight parent child relationship photographer cheating lie forbid love tea lover kiss photography secret love times square liar sexchat base play musical death father fall love Drama Romance,/fGGaokx4k00S0J603VG53Qlr9jz.jpg
Closet Land,1991-03-06,young writer interrogate sadistic secret policeman accuse embed political message child story entire movie take place room actor movie set unidentified modern police state police state totalitarian regime interrogation woman director hander Drama Thriller,/enPJOFxKkvEoW0nX8r5dchOAdSs.jpg
Clouds,2020-10-09,young musician zach sobiech discover cancer spread leave month live limited time follow dream make album unaware soon viral music phenomenon life death terminal illness cancer aspire musician Music Drama Romance,/d0OdD1I8qAfETvE9Rp9Voq7R8LR.jpg
Cloudy with a Chance of Meatballs,2009-09-17,inventor flint lockwood create machine make cloud rain food enable citizen chewandswallow feed fall food reach gargantuan proportion flint scramble avert disaster regain control machine end wild weather town destroy inventor weather food base child book Animation Comedy Family,/qhOhIKf7QEyQ5dMrRUqs5eTX1Oq.jpg
Cloudy with a Chance of Meatballs 2,2013-09-26,disastrous food storm film flint friend force leave town flint accept invitation idol chester v join live corp company task clean island good inventor world create technology betterment mankind flint discover machine operate create mutant food beast like living pickle hungry tacodile shrimpanzee apple pie thon friend return save world inventor food scientist Animation Family Comedy,/tT2DN1tWk1zpCxqvaaNY8yP8Awn.jpg
Club Paradise,1986-07-11,chicago firefighter jack moniker retire move small caribbean island befriend owner run resort renovate resort lure tourist club paradise effort fight corrupt official businessman want claim resort tropical island Comedy Drama Romance,/mmryhaIu9RqyylqD3GTP1Gif2sf.jpg
Club V.R.,1996-01-01,century club vr club virtual reality los angeles brutal murder beautiful female investigator begin investigation soon realize case interfere sexual fantasy detective virtual reality Science Fiction Mystery,/bae15KZ6zwhpRWlazUVs3nw7vYe.jpg
Club Wild Side,1998-02-21,couple try save marriage houseguest discover sexuality lesbian sex erotic movie Romance Drama,/bJAM7taXAlS3LPXe9MlpHrOyxIk.jpg
Club Wild Side 2,1998-12-06,arrive la joe befriend actress moonlight sex worker exclusive club promise fame fortune cloud judgement manipulative people try tear apart softcore Drama,/wE5o8gTG2o3W7AgctBhgwd3MeLy.jpg
Clue,1985-12-13,clue find colorful dinner guest gather mansion host mr. boddy turn dead secret expose blackmail killer guest boddy chatty butler suss culprit body count rise butler blackmail board game mystery mansion whodunit maid old house Comedy Thriller Crime,/brhtU86OVCsHRhd35AAztFLP4cZ.jpg
Clueless,1995-07-19,shallow rich socially successful cher beverly hills high school pecking scale see matchmaker cher coax teacher date embolden success decide hopelessly klutzy new student tai makeover tai popular cher realize disapprove ex stepbrother right misguided fall puberty high school match spoil child come age conflict wedding woman director gay Comedy Romance,/8AwVTcgpTnmeOs4TdTWqcFDXEsA.jpg
Cluny Brown,1946-05-01,amateur plumber cluny brown get send uncle work servant english country estate country estate plumber czech uncle sink Romance Drama Comedy,/ft7SxzgPb47s2dZUXbSgLXx5Xsv.jpg
Coach Carter,2005-01-14,base true story richmond high school head basketball coach ken carter headline 1999 bench undefeated team poor academic result black people authoritarian education sport high school scholarship basketball violence school teacher teacher student Drama History,/y3HOTTyM5nLsdUzXFtFCohG28qj.jpg
Coal Miner's Daughter,1980-03-07,biography loretta lynn country western singer come poverty fame country music kentucky female friendship biography washington state grand ole opry nashville tennessee honkytonk coal coal mining journey show map death good friend Music Drama,/sNOMyIYP2wz1sFKSJmlKPjYz6ok.jpg
Coco,2017-10-27,despite family baffle generation old ban music miguel dream accomplished musician like idol ernesto de la cruz desperate prove talent miguel find stunning colorful land dead follow mysterious chain event way meet charming trickster hector set extraordinary journey unlock real story miguel family history mexico guitar musician skeleton afterlife singer life death child day dead Family Animation Fantasy,/gGEsBPAijhVUFoiNpgZXqRVWJt2.jpg
Cocoon,1985-06-21,group trespassing senior swim pool contain alien cocoon find energize youthful vigor florida swimming pool alien mahjong boat trouble cocoon senior citizen retirement community give away money retirement home trespass defibrillation charter boat elderly benign alien golden year rejuvenate Comedy Drama Science Fiction,/wqNNm36j3nkucAucHEGAW5pNZcd.jpg
Cocoon: The Return,1988-09-13,reinvigorated elderly group leave earth come visit relative decide planet grow old tempt remain earth return pregnancy shape shift alien pregnant woman expectant father expectant mother pregnant wife shape shifter cocoon senior citizen human form ice cream sundae Comedy Science Fiction,/xBsXdBl8qCXoQsWX6vfsVjWOMGk.jpg
Code 46,2003-09-02,dystopian future insurance fraud investigator william gold arrive shanghai investigate forgery ring papelle futuristic passport record people identity genetic gold fall maria gonzalez woman charge forgery passionate affair gold return home have name coworker culprit gonzalez customer find dead gold send shanghai complete investigation seattle usa shanghai china future insurance salesman dystopia Drama Science Fiction Thriller,/ijayvLrCAwOVizi9OY8LZWq5SRW.jpg
Code 8,2019-12-06,lincoln city inhabitant extraordinary ability live poverty line close surveillance heavily militarize police force connor construction worker power involve criminal gang help ail mother base short film code 8 2016 drug traffic dystopia remake superhero co worker relationship super power criminal gang robot cop combat drone mother son relationship base short film Science Fiction Action Crime,/izGX7npHEopDQvngYcxMJEfcFbj.jpg
Code of Silence,1985-05-03,chicago cop catch middle gang war comrade shun want irresponsible cop martial art undercover fight hitman gangster police revenge mafia police chase torture urban set action hero Action Crime,/yE1Xh7Q7M6uDrm28ib0MMcuhO4L.jpg
Coffy,1973-06-13,young sister get involve drug severely injure contaminate heroin nurse set mission vengeance vigilante justice kill drug dealer pimp mobster cross path orderly right justice vigilante blaxploitation illegal drug Action Thriller Crime,/pceYnmWdFxlWYcvFxwZaWPnqJjQ.jpg
Cold Creek Manor,2003-09-19,family move new york old mansion countryside fill previous owner thing begin series event begin occur make believe inhabitant go country house Mystery Thriller,/2AKitfwCoCmHU4PTtC5oF6LImlG.jpg
Cold Harvest,1998-11-11,bounty hunter protect dead brother wife lawless world comet devastate earth martial art bounty hunter post apocalyptic future revenge Action Thriller Science Fiction,/mdtR1DIsmlyuZ4qM7fnuMWw7d8i.jpg
Cold Mountain,2003-12-24,classic story love devotion set backdrop american civil war wound confederate soldier name w.p. inman desert unit travel south aim return young wife ada leave tend farm inman make perilous journey home ada struggle home intact assistance ruby mysterious drifter send help kindly neighbor loss love desertion love life rape attempt early america Adventure Drama History,/32MsALfK6shuSopCrFjSNoxDc5p.jpg
Cold Pursuit,2019-02-07,quiet family life nels coxman snowplow driver upended son murder nels begin vengeful hunt vike drug lord hold responsible killing eliminate viking associate nels draw close vike action bring unexpected violent consequence prove revenge execution colorado drug dealer revenge dark comedy gun battle snow Action Crime Thriller,/cO802woIgZsLbOWPUSsleobKyDp.jpg
Coldfire,1990-04-29,coldfire lethal new designer drug destructive capability origin unknown effect irreversible drug promise ultimate high user acquire instead ultimate way die main purpose coldfire drug help enemy cripple united states epidemic imminent use drug spread enter scene nick jake edwards audacious police officer lack age certainly attitude generation x cop hope veteran member police force trick officer work company experienced pro include seasoned lars short temper dix assignment track responsible distribution virulent drug substance write david choi police los angeles california drug Thriller Crime Action,/abMRWDJjpX2PsYcYeyiRm2CPJes.jpg
Coldplay: Live at Glastonbury 2016,2016-06-26,coldplay end weekend 2016 glastonbury festival bang bring powerful emotive pop anthem worthy farm concert coldplay Music,/zkKzA0EaVUyOt3o4jGYdL66XroT.jpg
Colette,2018-09-21,marry successful parisian writer know commonly willy sidonie gabrielle colette transplant childhood home rural france intellectual artistic splendor paris soon willy convince colette ghostwrite pen semi autobiographical novel witty brazen country girl name claudine spark bestseller cultural sensation success colette willy talk paris adventure inspire additional claudine novel paris france nobel prize biography author 19th century abusive marriage Drama History,/z73Wer1DgObAwWnqZlOyeI33ROY.jpg
Collateral,2004-08-04,cab driver max pick man offer $ 600 drive promise easy money sour max realize fare assassin california taxi assassin hostage taxi driver fbi nightclub hitman police sociopath briefcase los angeles california murderer criminal prosecutor gun violence neo noir Drama Crime Thriller,/iOpi3ut5DhQIbrVVjlnmfy2U7dI.jpg
Collateral Beauty,2016-12-06,retreat life tragedy man question universe write love time death receive unexpected answer begin thing interlock loss reveal moment meaning beauty despair loss grief death grieve father Drama Romance,/4jfwP5Nc6WB5G7HvCnv3GQGzsH2.jpg
Collateral Damage,2002-02-06,firefighter gordon brewer plunge complex dangerous world international terrorism lose wife child bombing credit claudio wolf perrini terrorist fbi police revenge murder rescue mission man army explosion car explosion firefighter bomb attack Action Thriller Drama,/uyzgI1jqMjQMzbjhMrWvWHd76Ua.jpg
Colleen,1936-03-21,musical dingale millionaire businessman cedric ames employee musical dress shop Drama Romance,/iLv7pFtoAnFR9eJ3oe4Z1QxjjjL.jpg
College,2008-08-28,wild weekend store high school senior visit local college campus prospective freshman sexuality college girlfriend vomit celebration fraternity frat party Comedy,/e963mXIiuSwVyklsJxJ68mQ4CE.jpg
Colombiana,2011-07-27,witness parent murder child bogota cataleya restrepo grow stone cold assassin work uncle hitman day personal time spend engage vigilante murder hope lead ultimate target mobster responsible parent death street gang uncle female assassin witness murder Action Thriller Crime,/rEdGDgRB3gducezNSIyx2lbKQy4.jpg
Color of Night,1994-08-19,new york psychiatrist bill capa visit los angeles murder colleague therapy group find embroil thick mystery bump rose begin torrid affair california secret identity eroticism paranoia group therapy therapist grief obsessive compulsive disorder psychiatrist disguise mental illness color blindness voyeurism Romance Thriller Drama,/w1OBPkf3BxeC7543YzFwiKIwBFJ.jpg
Colorado Territory,1949-06-11,colorado territory outlaw wes mcqueen escape jail pull railroad robbery meet pretty settler julie ann wonder go straight western remake high sierra joel mccrea take humphrey bogart role colorado run Crime Drama Western,/gmNmN516N9gpxiXnwrqrjEloVFX.jpg
Colors,1988-04-15,confident young cop show rope veteran partner dangerous gang control barrio los angeles gang culture enforce color member wear police brutality ghetto delinquency police east los angeles gang gang member mexican american barrio colleague Action Crime Drama,/5KueYME8A449pxaKTJZp3cWKKSX.jpg
Colossus: The Forbin Project,1970-04-08,forbin designer incredibly sophisticated computer run america nuclear defense shortly turn detect existence guardian soviet counterpart previously unknown planner computer insist link take safeguard preserve confidential material agree allow soon link establish new super computer threaten world immediate launch nuclear weapon detach colossus begin plan management world guidance forbin scientist form technological resistance colossus operate underground artificial intelligence base novel book usa president cold war super computer computer scientist cult film technology run amok computer scientist new technology Science Fiction Thriller,/sV80Yj5ILTML0ive3h7a8KzCdFa.jpg
Columbia Laff Hour,1956-01-01,columbia pictures feature feature 4 unedited short release 1947 1956 feature shemp howard stooge compilation Comedy,/nnBGUY5aldENvlu19HDc048V5o9.jpg
Coma,1978-01-06,young female doctor discover sinister go hospital relatively healthy patient have complication simple operation end coma patient ship institute look young doctor suspect meet eye coma boston massachusetts black market Thriller Horror Mystery,/kNMfXPm1f8OgVYFU4aEhmP9TJzO.jpg
Combat Shock,1986-05-01,dangerously disturb vietnam veteran struggle life 15 year return home slowly fall insanity gritty urban lifestyle post traumatic stress disorder nihilism vietnam flashback poverty drug veteran urban decay staten island new york city agent orange Drama Thriller Horror,/oCGUSrJVVjFPwkxcdVnOa7880S.jpg
"Come Back, Little Sheba",1952-12-24,mismatched couple marital problem come surface husband develop interest pretty boarder dream marriage lodger alcoholism base play musical dog alcoholic anonymous Romance Drama,/5SbXklgs8UEnZONNguWn0WewPWc.jpg
Come Blow Your Horn,1963-06-05,story young man decision leave home parent bachelor pad old brother lead swinge 60 lifestyle new york city jewish family Drama Comedy Romance,/b5YVP5Kncb6colRZoMwe5EtnT2t.jpg
Come Fly with Me,1963-03-27,airline hostess combine work cross atlantic search rich handsome man marry stewardess pilot airplane female friendship travel co workers relationship vienna austria millionaire jewel airline naive young woman trafficking repress sexuality workplace harassment Comedy Romance,/9Vm6LidnmaGggNhwlas2E7cYCJc.jpg
Come Next Spring,1956-03-09,matt ballot return home 12 year hard drinking 48 state wife manage raise 14 year old daughter 12 year old son nicely help matt consider disgrace town come find try win love child wife respect townspeople set arkansas 1920s fistfight rural area recover alcoholic return home Drama,/rlc8bvM8dajFPZEFYCNuAX1pgv2.jpg
Come See the Paradise,1990-08-17,come paradise deeply touching love story set backdrop dramatic controversial period american history follow romance eventual marriage jack mcgurn dennis quad hot blooded irish american beautiful japanese american lily dawanura tamlyn tomita outset world war ii clash culture painful lover insurmountable japanese bomb pearl harbor lily kawamuras relocate bleak outdoor internment camp california jack draft army powerless help woman love abandon hope win family approval new york city world war ii forbid love love interracial marriage 1940 Drama Romance History,/iNuL3bUbxnjk1A0TDjaYIdR0Y6x.jpg
